-0.16069418,-0.56019276,0.6597364,0.6708058,-0.7240398,-0.3140685,-0.5650111,0.32148433
-0.61386496,-0.1274637,-0.99138033,-0.93239224,0.9076477,0.025329828,-0.76491463,0.70792806
-0.7757225,0.4622172,-0.6998793,-0.10711217,-0.7338077,-0.8428252,0.4588654,-0.43827254
0.93523335,-0.08858585,-0.8471902,-0.7011152,0.21195912,-0.3925894,0.044561982,-0.5606119
-0.4084438,-0.9739335,0.49377275,-0.6057484,-0.1518501,0.5914719,-0.0001360774,0.17699516
0.079755425,0.18681568,-0.7735348,-0.40411368,-0.2991312,-0.61770725,0.21269313,-0.49944222
-0.16069418,-0.56019276,0.6597364,0.6708058,-0.7888713,-0.3140685,-0.5650111,0.32301867
-0.6947937,0.16737676,-0.8456298,-0.5197522,0.08692002,-0.40874767,-0.15302461,0.13482776
0.3872696,-0.3243893,-0.0937269,0.0010525435,-0.25604033,-0.39999798,-0.26022455,-0.11956379
0.1606842,-0.117054686,-0.9192853,-0.7483682,0.5598034,-0.18362978,-0.36017632,0.07365808
-0.5111544,-0.55069864,-0.2488038,-0.7690703,0.3778988,0.30840087,-0.38252535,0.4424616
-0.7757225,0.4622172,-0.6998793,-0.076148145,-0.7338077,-0.8985532,0.4588654,-0.43827254
-0.46820834,-0.048987776,-0.020071447,0.28184682,-0.72892374,-0.57844687,-0.05307284,-0.058394104
-0.6947937,0.12182142,-0.8456298,-0.5197522,0.08692002,-0.40874767,-0.15302461,0.17392549
0.26339477,-0.53125966,-0.17670873,-0.6534318,0.03005451,0.09944126,0.022212952,-0.19180837
-0.5111544,-0.55069864,-0.2488038,-0.7690703,0.3778988,0.2424933,-0.38252535,0.4424616
-0.4084438,-0.9739335,0.49377275,-0.6057484,-0.1518501,0.5914719,-0.0001360774,0.17699516
0.079755425,0.22507912,-0.7194398,-0.40411368,-0.26092428,-0.61770725,0.2517137,-0.49944222
-0.38727957,-0.34382823,-0.16582197,-0.13079321,0.09180397,-0.14436933,-0.6649629,0.5147062
-0.61386496,-0.1274637,-0.99138033,-0.93239224,0.9076477,0.025329828,-0.76491463,0.78878474
0.3872696,-0.3243893,-0.15236002,-0.01515469,-0.25604033,-0.35332894,-0.26022455,-0.11956379
-0.4488161,-0.016046785,-0.020071447,0.28184682,-0.72892374,-0.57844687,-0.05307284,-0.058394104
-0.61386496,-0.1274637,-0.99138033,-0.93239224,0.9076477,0.025329828,-0.76491463,0.70792806
-0.16069418,-0.56019276,0.6597364,0.6708058,-0.7240398,-0.3140685,-0.6455443,0.32148433
-0.5774269,-0.55069864,-0.2488038,-0.7690703,0.3778988,0.30840087,-0.38252535,0.4424616
-0.5111544,-0.55069864,-0.2488038,-0.7690703,0.3778988,0.30840087,-0.38252535,0.4424616
0.1606842,-0.108024776,-0.9192853,-0.81675375,0.5598034,-0.18362978,-0.36017632,0.07365808
0.079755425,0.18681568,-0.7735348,-0.40411368,-0.26092428,-0.61770725,0.2517137,-0.5420649
-0.5514196,-0.25585815,-0.10305327,-0.3564303,-0.4428289,-0.12567663,0.22936466,-0.13063869
-0.5111544,-0.55069864,-0.2488038,-0.7690703,0.3778988,0.30840087,-0.3191398,0.4424616
